antecedents,consequents,support,confidence,lift
"Product 33, Product 7, Product 84",Product 35,0.01,1.0,20.0
"Product 25, Product 62",Product 49,0.01,1.0,20.0
"Product 25, Product 57",Product 49,0.01,1.0,20.0
"Product 49, Product 57",Product 25,0.01,1.0,20.0
"Product 25, Product 49",Product 57,0.01,1.0,20.0
"Product 18, Product 56, Product 71",Product 57,0.01,1.0,20.0
"Product 2, Product 47, Product 76",Product 8,0.01,1.0,20.0
"Product 15, Product 90, Product 97",Product 1,0.01,1.0,20.0
Product 70,Product 20,0.01,0.33333333333333337,16.666666666666668
Product 33,Product 91,0.01,0.33333333333333337,16.666666666666668
Product 91,Product 33,0.01,0.5,16.666666666666668
"Product 41, Product 96",Product 78,0.01,1.0,16.666666666666668
"Product 24, Product 86, Product 93",Product 58,0.01,1.0,16.666666666666668
Product 7,"Product 64, Product 96",0.01,0.33333333333333337,16.666666666666668
"Product 14, Product 29, Product 61",Product 12,0.01,1.0,16.666666666666668
Product 43,Product 51,0.01,0.5,16.666666666666668
Product 51,Product 43,0.01,0.33333333333333337,16.666666666666668
Product 21,Product 87,0.01,1.0,16.666666666666668
"Product 43, Product 51, Product 89",Product 78,0.01,1.0,16.666666666666668
"Product 21, Product 35, Product 64",Product 87,0.01,1.0,16.666666666666668
"Product 54, Product 73, Product 82",Product 78,0.01,1.0,16.666666666666668
"Product 12, Product 29, Product 61",Product 14,0.01,1.0,16.666666666666668
"Product 44, Product 86, Product 93",Product 58,0.01,1.0,16.666666666666668
"Product 29, Product 61",Product 14,0.01,1.0,16.666666666666668
"Product 73, Product 82",Product 78,0.01,1.0,16.666666666666668
"Product 57, Product 6, Product 82",Product 23,0.01,1.0,16.666666666666668
"Product 21, Product 64",Product 87,0.01,1.0,16.666666666666668
"Product 21, Product 35",Product 87,0.01,1.0,16.666666666666668
"Product 78, Product 84, Product 87",Product 58,0.01,1.0,16.666666666666668
"Product 58, Product 84, Product 87",Product 78,0.01,1.0,16.666666666666668
"Product 33, Product 7, Product 84",Product 12,0.01,1.0,16.666666666666668
"Product 33, Product 84",Product 7,0.01,0.5,16.666666666666668
Product 7,"Product 33, Product 84",0.01,0.33333333333333337,16.666666666666668
"Product 35, Product 7",Product 84,0.01,0.5,16.666666666666668
Product 84,"Product 35, Product 7",0.01,0.33333333333333337,16.666666666666668
"Product 35, Product 7",Product 33,0.01,0.5,16.666666666666668
"Product 33, Product 35",Product 12,0.01,1.0,16.666666666666668
"Product 33, Product 7",Product 12,0.01,1.0,16.666666666666668
"Product 79, Product 93",Product 14,0.01,1.0,16.666666666666668
"Product 76, Product 93",Product 14,0.01,1.0,16.666666666666668
"Product 19, Product 76",Product 14,0.01,1.0,16.666666666666668
"Product 33, Product 56",Product 87,0.01,1.0,16.666666666666668
"Product 10, Product 42",Product 12,0.01,1.0,16.666666666666668
"Product 7, Product 84",Product 12,0.01,1.0,16.666666666666668
Product 33,"Product 65, Product 91",0.01,0.33333333333333337,16.666666666666668
"Product 56, Product 65",Product 87,0.01,1.0,16.666666666666668
"Product 65, Product 87",Product 56,0.01,1.0,16.666666666666668
"Product 33, Product 65",Product 56,0.01,1.0,16.666666666666668
"Product 33, Product 78, Product 84",Product 87,0.01,1.0,16.666666666666668
"Product 33, Product 84, Product 87",Product 78,0.01,1.0,16.666666666666668
"Product 33, Product 91",Product 56,0.01,1.0,16.666666666666668
"Product 36, Product 92",Product 87,0.01,1.0,16.666666666666668
"Product 19, Product 92",Product 87,0.01,1.0,16.666666666666668
"Product 71, Product 73",Product 58,0.01,1.0,16.666666666666668
"Product 35, Product 84",Product 12,0.01,1.0,16.666666666666668
"Product 76, Product 79",Product 14,0.01,1.0,16.666666666666668
"Product 56, Product 91",Product 87,0.01,1.0,16.666666666666668
"Product 87, Product 91",Product 56,0.01,1.0,16.666666666666668
"Product 33, Product 91",Product 87,0.01,1.0,16.666666666666668
"Product 58, Product 78, Product 84",Product 87,0.01,1.0,16.666666666666668
"Product 33, Product 65",Product 87,0.01,1.0,16.666666666666668
"Product 33, Product 35, Product 84",Product 12,0.01,1.0,16.666666666666668
"Product 19, Product 76, Product 93",Product 14,0.01,1.0,16.666666666666668
"Product 28, Product 62",Product 16,0.01,0.5,16.666666666666668
Product 16,"Product 28, Product 62",0.01,0.33333333333333337,16.666666666666668
Product 28,"Product 16, Product 62",0.01,0.33333333333333337,16.666666666666668
"Product 38, Product 42",Product 23,0.01,1.0,16.666666666666668
Product 10,Product 41,0.01,0.5,16.666666666666668
Product 41,Product 10,0.01,0.33333333333333337,16.666666666666668
"Product 33, Product 65, Product 87, Product 91",Product 56,0.01,1.0,16.666666666666668
"Product 35, Product 69",Product 56,0.01,1.0,16.666666666666668
"Product 19, Product 79",Product 14,0.01,1.0,16.666666666666668
"Product 24, Product 25, Product 27",Product 87,0.01,1.0,16.666666666666668
"Product 35, Product 7, Product 84",Product 12,0.01,1.0,16.666666666666668
Product 33,"Product 35, Product 7",0.01,0.33333333333333337,16.666666666666668
"Product 65, Product 91",Product 33,0.01,0.5,16.666666666666668
"Product 3, Product 49",Product 56,0.01,1.0,16.666666666666668
"Product 31, Product 4",Product 14,0.01,1.0,16.666666666666668
"Product 3, Product 75",Product 56,0.01,1.0,16.666666666666668
"Product 33, Product 56, Product 65, Product 91",Product 87,0.01,1.0,16.666666666666668
"Product 11, Product 79",Product 23,0.01,1.0,16.666666666666668
"Product 39, Product 79",Product 23,0.01,1.0,16.666666666666668
"Product 11, Product 23",Product 39,0.01,0.5,16.666666666666668
"Product 11, Product 39",Product 23,0.01,1.0,16.666666666666668
Product 39,"Product 11, Product 23",0.01,0.33333333333333337,16.666666666666668
"Product 19, Product 36",Product 87,0.01,1.0,16.666666666666668
Product 28,Product 55,0.01,0.33333333333333337,16.666666666666668
Product 55,Product 16,0.01,0.5,16.666666666666668
"Product 35, Product 49",Product 56,0.01,1.0,16.666666666666668
"Product 3, Product 35",Product 56,0.01,1.0,16.666666666666668
"Product 74, Product 95",Product 78,0.01,1.0,16.666666666666668
"Product 24, Product 95",Product 78,0.01,1.0,16.666666666666668
"Product 17, Product 66",Product 14,0.01,1.0,16.666666666666668
"Product 49, Product 66",Product 14,0.01,1.0,16.666666666666668
"Product 17, Product 49",Product 14,0.01,1.0,16.666666666666668
Product 16,Product 55,0.01,0.33333333333333337,16.666666666666668
Product 43,Product 28,0.01,0.5,16.666666666666668
Product 28,Product 43,0.01,0.33333333333333337,16.666666666666668
Product 43,Product 16,0.01,0.5,16.666666666666668
Product 16,Product 43,0.01,0.33333333333333337,16.666666666666668
Product 55,Product 28,0.01,0.5,16.666666666666668
"Product 45, Product 71",Product 58,0.01,1.0,16.666666666666668
"Product 45, Product 73",Product 58,0.01,1.0,16.666666666666668
"Product 76, Product 79, Product 93",Product 14,0.01,1.0,16.666666666666668
"Product 38, Product 8",Product 23,0.01,1.0,16.666666666666668
"Product 19, Product 79, Product 93",Product 14,0.01,1.0,16.666666666666668
"Product 49, Product 75",Product 56,0.01,1.0,16.666666666666668
"Product 35, Product 75",Product 56,0.01,1.0,16.666666666666668
"Product 33, Product 58, Product 84",Product 78,0.01,1.0,16.666666666666668
"Product 28, Product 65",Product 12,0.01,1.0,16.666666666666668
"Product 1, Product 28",Product 12,0.01,1.0,16.666666666666668
Product 13,Product 32,0.01,0.33333333333333337,16.666666666666668
Product 32,Product 13,0.01,0.5,16.666666666666668
"Product 43, Product 51, Product 71, Product 89",Product 78,0.01,1.0,16.666666666666668
"Product 42, Product 8",Product 23,0.01,1.0,16.666666666666668
Product 59,Product 83,0.01,0.5,16.666666666666668
Product 83,Product 59,0.01,0.33333333333333337,16.666666666666668
"Product 12, Product 29, Product 61, Product 64",Product 14,0.01,1.0,16.666666666666668
"Product 24, Product 74",Product 78,0.01,1.0,16.666666666666668
"Product 4, Product 45",Product 58,0.01,1.0,16.666666666666668
"Product 1, Product 65",Product 12,0.01,1.0,16.666666666666668
"Product 24, Product 44",Product 58,0.01,1.0,16.666666666666668
"Product 86, Product 93",Product 58,0.01,1.0,16.666666666666668
"Product 24, Product 86",Product 58,0.01,1.0,16.666666666666668
Product 24,Product 95,0.01,0.33333333333333337,16.666666666666668
Product 95,Product 24,0.01,0.5,16.666666666666668
Product 45,Product 58,0.02,1.0,16.666666666666668
Product 58,Product 45,0.02,0.33333333333333337,16.666666666666668
"Product 19, Product 76, Product 79",Product 14,0.01,1.0,16.666666666666668
"Product 35, Product 49, Product 75",Product 56,0.01,1.0,16.666666666666668
"Product 6, Product 82",Product 76,0.01,0.5,16.666666666666668
Product 76,"Product 6, Product 82",0.01,0.33333333333333337,16.666666666666668
"Product 11, Product 36",Product 23,0.01,1.0,16.666666666666668
"Product 31, Product 67",Product 14,0.01,1.0,16.666666666666668
"Product 4, Product 67",Product 14,0.01,1.0,16.666666666666668
"Product 35, Product 56",Product 69,0.01,0.5,16.666666666666668
Product 69,"Product 35, Product 56",0.01,0.33333333333333337,16.666666666666668
"Product 33, Product 58, Product 84",Product 87,0.01,1.0,16.666666666666668
"Product 33, Product 84, Product 87",Product 58,0.01,1.0,16.666666666666668
"Product 33, Product 78, Product 84",Product 58,0.01,1.0,16.666666666666668
Product 24,Product 44,0.01,0.33333333333333337,16.666666666666668
Product 44,Product 24,0.01,0.5,16.666666666666668
Product 31,Product 18,0.02,0.5,16.666666666666668
Product 18,Product 31,0.02,0.6666666666666667,16.666666666666668
"Product 49, Product 62",Product 28,0.01,0.5,16.666666666666668
Product 28,"Product 49, Product 62",0.01,0.33333333333333337,16.666666666666668
"Product 3, Product 35, Product 49",Product 56,0.01,1.0,16.666666666666668
"Product 45, Product 71, Product 73",Product 58,0.01,1.0,16.666666666666668
"Product 44, Product 86",Product 58,0.01,1.0,16.666666666666668
"Product 18, Product 31",Product 39,0.01,0.5,16.666666666666668
"Product 3, Product 59",Product 58,0.01,1.0,16.666666666666668
"Product 44, Product 93",Product 58,0.01,1.0,16.666666666666668
"Product 59, Product 83",Product 58,0.01,1.0,16.666666666666668
"Product 3, Product 83",Product 58,0.01,1.0,16.666666666666668
"Product 14, Product 29, Product 61, Product 64",Product 12,0.01,1.0,16.666666666666668
Product 74,Product 78,0.01,1.0,16.666666666666668
"Product 17, Product 49, Product 66",Product 14,0.01,1.0,16.666666666666668
"Product 78, Product 84",Product 87,0.01,1.0,16.666666666666668
"Product 84, Product 87",Product 78,0.01,1.0,16.666666666666668
"Product 33, Product 58",Product 87,0.01,1.0,16.666666666666668
"Product 30, Product 82",Product 23,0.01,1.0,16.666666666666668
Product 16,Product 95,0.01,0.33333333333333337,16.666666666666668
Product 95,Product 16,0.01,0.5,16.666666666666668
Product 66,Product 46,0.01,0.5,16.666666666666668
Product 46,Product 66,0.01,0.33333333333333337,16.666666666666668
"Product 3, Product 35, Product 75",Product 56,0.01,1.0,16.666666666666668
"Product 33, Product 58",Product 78,0.01,1.0,16.666666666666668
"Product 57, Product 6",Product 23,0.01,1.0,16.666666666666668
"Product 18, Product 57",Product 56,0.01,1.0,16.666666666666668
"Product 38, Product 42, Product 8",Product 23,0.01,1.0,16.666666666666668
"Product 67, Product 77",Product 87,0.01,1.0,16.666666666666668
"Product 10, Product 41",Product 56,0.01,1.0,16.666666666666668
"Product 58, Product 87",Product 78,0.01,1.0,16.666666666666668
"Product 24, Product 44, Product 86, Product 93",Product 58,0.01,1.0,16.666666666666668
Product 88,Product 7,0.01,0.5,16.666666666666668
Product 70,Product 88,0.01,0.33333333333333337,16.666666666666668
Product 88,Product 70,0.01,0.5,16.666666666666668
"Product 19, Product 36, Product 92",Product 87,0.01,1.0,16.666666666666668
"Product 11, Product 39, Product 79",Product 23,0.01,1.0,16.666666666666668
"Product 18, Product 71",Product 56,0.01,1.0,16.666666666666668
"Product 57, Product 71",Product 56,0.01,1.0,16.666666666666668
Product 39,"Product 18, Product 31",0.01,0.33333333333333337,16.666666666666668
"Product 24, Product 93",Product 58,0.01,1.0,16.666666666666668
"Product 30, Product 6",Product 23,0.01,1.0,16.666666666666668
"Product 30, Product 57",Product 23,0.01,1.0,16.666666666666668
"Product 33, Product 78",Product 87,0.01,1.0,16.666666666666668
Product 7,Product 88,0.01,0.33333333333333337,16.666666666666668
"Product 57, Product 82",Product 23,0.01,1.0,16.666666666666668
Product 84,"Product 33, Product 87",0.01,0.33333333333333337,16.666666666666668
"Product 33, Product 78",Product 58,0.01,1.0,16.666666666666668
"Product 3, Product 49, Product 75",Product 56,0.01,1.0,16.666666666666668
"Product 33, Product 65, Product 91",Product 87,0.01,1.0,16.666666666666668
"Product 33, Product 87, Product 91",Product 56,0.01,1.0,16.666666666666668
"Product 33, Product 56, Product 91",Product 87,0.01,1.0,16.666666666666668
"Product 65, Product 87, Product 91",Product 56,0.01,1.0,16.666666666666668
"Product 33, Product 78, Product 87",Product 58,0.01,1.0,16.666666666666668
"Product 33, Product 58, Product 78",Product 87,0.01,1.0,16.666666666666668
"Product 33, Product 58, Product 87",Product 78,0.01,1.0,16.666666666666668
Product 46,"Product 16, Product 62",0.01,0.33333333333333337,16.666666666666668
"Product 16, Product 62",Product 46,0.01,0.5,16.666666666666668
"Product 58, Product 84",Product 87,0.01,1.0,16.666666666666668
"Product 84, Product 87",Product 58,0.01,1.0,16.666666666666668
"Product 58, Product 78",Product 87,0.01,1.0,16.666666666666668
"Product 78, Product 87",Product 58,0.01,1.0,16.666666666666668
Product 84,Product 63,0.01,0.33333333333333337,16.666666666666668
"Product 33, Product 65, Product 87",Product 56,0.01,1.0,16.666666666666668
"Product 33, Product 56, Product 65",Product 87,0.01,1.0,16.666666666666668
"Product 1, Product 28, Product 65",Product 12,0.01,1.0,16.666666666666668
"Product 3, Product 59, Product 83",Product 58,0.01,1.0,16.666666666666668
"Product 41, Product 69, Product 96",Product 78,0.01,1.0,16.666666666666668
"Product 22, Product 44, Product 60",Product 23,0.01,1.0,16.666666666666668
"Product 30, Product 6, Product 82",Product 23,0.01,1.0,16.666666666666668
"Product 56, Product 65, Product 91",Product 87,0.01,1.0,16.666666666666668
"Product 78, Product 84",Product 58,0.01,1.0,16.666666666666668
"Product 58, Product 84",Product 78,0.01,1.0,16.666666666666668
"Product 24, Product 74, Product 95",Product 78,0.01,1.0,16.666666666666668
"Product 33, Product 65, Product 91",Product 56,0.01,1.0,16.666666666666668
"Product 3, Product 35, Product 49, Product 75",Product 56,0.01,1.0,16.666666666666668
Product 80,Product 56,0.01,1.0,16.666666666666668
"Product 33, Product 87",Product 84,0.01,0.5,16.666666666666668
Product 89,Product 51,0.01,0.5,16.666666666666668
Product 51,Product 89,0.01,0.33333333333333337,16.666666666666668
"Product 33, Product 35, Product 7, Product 84",Product 12,0.01,1.0,16.666666666666668
"Product 31, Product 4, Product 67",Product 14,0.01,1.0,16.666666666666668
"Product 12, Product 61, Product 64",Product 14,0.01,1.0,16.666666666666668
"Product 14, Product 61, Product 64",Product 12,0.01,1.0,16.666666666666668
"Product 29, Product 61, Product 64",Product 12,0.01,1.0,16.666666666666668
"Product 30, Product 57, Product 82",Product 23,0.01,1.0,16.666666666666668
"Product 30, Product 57, Product 6",Product 23,0.01,1.0,16.666666666666668
"Product 51, Product 71",Product 78,0.01,1.0,16.666666666666668
"Product 71, Product 89",Product 78,0.01,1.0,16.666666666666668
"Product 51, Product 71, Product 89",Product 78,0.01,1.0,16.666666666666668
"Product 43, Product 51, Product 71",Product 78,0.01,1.0,16.666666666666668
"Product 43, Product 71, Product 89",Product 78,0.01,1.0,16.666666666666668
"Product 19, Product 76, Product 79, Product 93",Product 14,0.01,1.0,16.666666666666668
Product 63,Product 84,0.01,0.5,16.666666666666668
"Product 64, Product 96",Product 7,0.01,0.5,16.666666666666668
"Product 51, Product 89",Product 78,0.01,1.0,16.666666666666668
"Product 43, Product 71",Product 78,0.01,1.0,16.666666666666668
"Product 43, Product 89",Product 78,0.01,1.0,16.666666666666668
"Product 54, Product 73",Product 78,0.01,1.0,16.666666666666668
"Product 61, Product 64",Product 14,0.01,1.0,16.666666666666668
"Product 29, Product 64",Product 12,0.01,1.0,16.666666666666668
"Product 12, Product 29",Product 14,0.01,1.0,16.666666666666668
"Product 14, Product 29",Product 12,0.01,1.0,16.666666666666668
"Product 12, Product 64",Product 14,0.01,1.0,16.666666666666668
"Product 14, Product 64",Product 12,0.01,1.0,16.666666666666668
"Product 61, Product 64",Product 12,0.01,1.0,16.666666666666668
"Product 29, Product 61",Product 12,0.01,1.0,16.666666666666668
"Product 43, Product 51",Product 78,0.01,1.0,16.666666666666668
"Product 15, Product 80",Product 56,0.01,1.0,16.666666666666668
"Product 29, Product 64",Product 14,0.01,1.0,16.666666666666668
"Product 69, Product 96",Product 78,0.01,1.0,16.666666666666668
Product 20,Product 70,0.01,0.5,16.666666666666668
"Product 33, Product 78, Product 84, Product 87",Product 58,0.01,1.0,16.666666666666668
"Product 33, Product 58, Product 78, Product 84",Product 87,0.01,1.0,16.666666666666668
"Product 33, Product 58, Product 84, Product 87",Product 78,0.01,1.0,16.666666666666668
"Product 22, Product 44",Product 23,0.01,1.0,16.666666666666668
Product 98,Product 70,0.01,0.5,16.666666666666668
Product 70,Product 98,0.01,0.33333333333333337,16.666666666666668
"Product 30, Product 57, Product 6, Product 82",Product 23,0.01,1.0,16.666666666666668
"Product 24, Product 44, Product 86",Product 58,0.01,1.0,16.666666666666668
"Product 24, Product 44, Product 93",Product 58,0.01,1.0,16.666666666666668
"Product 14, Product 61",Product 12,0.01,1.0,16.666666666666668
Product 52,Product 46,0.01,0.5,16.666666666666668
Product 46,Product 52,0.01,0.33333333333333337,16.666666666666668
Product 52,Product 16,0.01,0.5,16.666666666666668
Product 16,Product 52,0.01,0.33333333333333337,16.666666666666668
"Product 33, Product 35, Product 7",Product 12,0.01,1.0,16.666666666666668
"Product 24, Product 25",Product 87,0.01,1.0,16.666666666666668
"Product 25, Product 27",Product 24,0.01,0.5,16.666666666666668
Product 24,"Product 25, Product 27",0.01,0.33333333333333337,16.666666666666668
"Product 24, Product 27",Product 87,0.01,1.0,16.666666666666668
"Product 16, Product 62",Product 28,0.01,0.5,16.666666666666668
"Product 19, Product 93",Product 14,0.01,1.0,16.666666666666668
"Product 18, Product 57, Product 71",Product 56,0.01,1.0,16.666666666666668
"Product 29, Product 61, Product 64",Product 14,0.01,1.0,16.666666666666668
"Product 12, Product 29, Product 64",Product 14,0.01,1.0,16.666666666666668
"Product 14, Product 29, Product 64",Product 12,0.01,1.0,16.666666666666668
"Product 41, Product 69",Product 78,0.01,1.0,16.666666666666668
"Product 44, Product 60",Product 23,0.01,1.0,16.666666666666668
"Product 22, Product 60",Product 23,0.01,1.0,16.666666666666668
"Product 35, Product 64",Product 7,0.01,0.5,16.666666666666668
Product 7,"Product 35, Product 64",0.01,0.33333333333333337,16.666666666666668
"Product 57, Product 6",Product 82,0.01,1.0,14.285714285714285
"Product 30, Product 57",Product 82,0.01,1.0,14.285714285714285
"Product 23, Product 30",Product 82,0.01,1.0,14.285714285714285
"Product 78, Product 82",Product 73,0.01,1.0,14.285714285714285
"Product 73, Product 78",Product 82,0.01,1.0,14.285714285714285
"Product 54, Product 78",Product 82,0.01,1.0,14.285714285714285
"Product 23, Product 57, Product 6",Product 82,0.01,1.0,14.285714285714285
"Product 23, Product 30, Product 57",Product 82,0.01,1.0,14.285714285714285
"Product 41, Product 49",Product 73,0.01,1.0,14.285714285714285
"Product 54, Product 73",Product 82,0.01,1.0,14.285714285714285
"Product 54, Product 78",Product 73,0.01,1.0,14.285714285714285
"Product 23, Product 30, Product 6",Product 82,0.01,1.0,14.285714285714285
"Product 30, Product 6",Product 82,0.01,1.0,14.285714285714285
"Product 6, Product 76",Product 82,0.01,1.0,14.285714285714285
"Product 68, Product 93",Product 82,0.01,1.0,14.285714285714285
"Product 26, Product 42, Product 60",Product 73,0.01,1.0,14.285714285714285
"Product 45, Product 58, Product 71",Product 73,0.01,1.0,14.285714285714285
"Product 4, Product 54, Product 64",Product 82,0.01,1.0,14.285714285714285
"Product 89, Product 9",Product 73,0.01,1.0,14.285714285714285
"Product 23, Product 6",Product 82,0.01,1.0,14.285714285714285
"Product 45, Product 71",Product 73,0.01,1.0,14.285714285714285
"Product 54, Product 78, Product 82",Product 73,0.01,1.0,14.285714285714285
"Product 23, Product 30, Product 57, Product 6",Product 82,0.01,1.0,14.285714285714285
"Product 23, Product 57",Product 82,0.01,1.0,14.285714285714285
"Product 100, Product 52",Product 82,0.01,1.0,14.285714285714285
"Product 54, Product 64",Product 82,0.01,1.0,14.285714285714285
"Product 30, Product 57, Product 6",Product 82,0.01,1.0,14.285714285714285
"Product 54, Product 73, Product 78",Product 82,0.01,1.0,14.285714285714285
Product 9,Product 73,0.01,1.0,14.285714285714285
"Product 4, Product 64",Product 82,0.01,1.0,14.285714285714285
"Product 4, Product 54",Product 82,0.01,1.0,14.285714285714285
"Product 26, Product 60",Product 73,0.01,1.0,14.285714285714285
"Product 26, Product 42",Product 73,0.01,1.0,14.285714285714285
Product 26,Product 73,0.01,1.0,14.285714285714285
"Product 58, Product 71",Product 73,0.01,1.0,14.285714285714285
"Product 42, Product 60",Product 73,0.01,1.0,14.285714285714285
Product 7,Product 35,0.02,0.6666666666666667,13.333333333333334
Product 72,Product 79,0.02,0.6666666666666667,13.333333333333334
Product 35,Product 7,0.02,0.39999999999999997,13.333333333333332
Product 79,Product 72,0.02,0.39999999999999997,13.333333333333332
"Product 35, Product 37",Product 64,0.01,1.0,12.5
"Product 55, Product 77, Product 86",Product 64,0.01,1.0,12.5
"Product 55, Product 77, Product 96",Product 64,0.01,1.0,12.5
"Product 12, Product 14, Product 29",Product 64,0.01,1.0,12.5
"Product 12, Product 29",Product 64,0.01,1.0,12.5
"Product 64, Product 96",Product 86,0.01,0.5,12.5
"Product 86, Product 96",Product 64,0.01,1.0,12.5
"Product 29, Product 32",Product 62,0.01,1.0,12.5
"Product 28, Product 49, Product 68",Product 62,0.01,1.0,12.5
"Product 12, Product 14",Product 64,0.01,1.0,12.5
"Product 37, Product 7",Product 64,0.01,1.0,12.5
"Product 28, Product 62",Product 68,0.01,0.5,12.5
Product 68,"Product 28, Product 62",0.01,0.25,12.5
Product 55,Product 86,0.01,0.5,12.5
Product 22,Product 88,0.01,0.25,12.5
Product 88,Product 22,0.01,0.5,12.5
"Product 77, Product 96",Product 64,0.01,1.0,12.5
"Product 46, Product 52",Product 62,0.01,1.0,12.5
"Product 15, Product 48",Product 93,0.01,0.5,12.5
"Product 18, Product 42, Product 90",Product 62,0.01,1.0,12.5
"Product 48, Product 52",Product 62,0.01,1.0,12.5
Product 86,"Product 64, Product 96",0.01,0.25,12.5
"Product 28, Product 68",Product 62,0.01,1.0,12.5
"Product 77, Product 86",Product 64,0.01,1.0,12.5
"Product 31, Product 62, Product 90",Product 42,0.01,1.0,12.5
"Product 55, Product 96",Product 64,0.01,1.0,12.5
"Product 55, Product 77",Product 64,0.01,1.0,12.5
"Product 16, Product 46",Product 62,0.01,1.0,12.5
"Product 16, Product 48",Product 62,0.01,1.0,12.5
"Product 11, Product 19",Product 62,0.01,1.0,12.5
"Product 22, Product 88",Product 64,0.01,1.0,12.5
"Product 18, Product 31, Product 90",Product 42,0.01,1.0,12.5
"Product 18, Product 31, Product 62",Product 42,0.01,1.0,12.5
"Product 22, Product 36",Product 64,0.01,1.0,12.5
"Product 36, Product 88",Product 64,0.01,1.0,12.5
"Product 18, Product 31, Product 90",Product 62,0.01,1.0,12.5
"Product 18, Product 31, Product 42",Product 62,0.01,1.0,12.5
"Product 16, Product 52",Product 62,0.01,1.0,12.5
"Product 46, Product 48",Product 62,0.01,1.0,12.5
Product 48,"Product 16, Product 62",0.01,0.25,12.5
"Product 16, Product 62",Product 48,0.01,0.5,12.5
"Product 31, Product 42, Product 90",Product 62,0.01,1.0,12.5
"Product 55, Product 86",Product 64,0.01,1.0,12.5
"Product 42, Product 94",Product 71,0.01,0.5,12.5
Product 71,"Product 42, Product 94",0.01,0.25,12.5
"Product 19, Product 8",Product 62,0.01,1.0,12.5
"Product 11, Product 8",Product 62,0.01,1.0,12.5
"Product 4, Product 54, Product 82",Product 64,0.01,1.0,12.5
"Product 23, Product 38, Product 8",Product 42,0.01,1.0,12.5
"Product 71, Product 94",Product 42,0.01,1.0,12.5
"Product 25, Product 49, Product 57",Product 62,0.01,1.0,12.5
"Product 16, Product 28, Product 43",Product 62,0.01,1.0,12.5
"Product 35, Product 56",Product 3,0.01,0.5,12.5
"Product 17, Product 2",Product 42,0.01,1.0,12.5
"Product 2, Product 39",Product 42,0.01,1.0,12.5
"Product 17, Product 39",Product 42,0.01,1.0,12.5
"Product 35, Product 96",Product 64,0.01,1.0,12.5
"Product 7, Product 96",Product 64,0.01,1.0,12.5
"Product 49, Product 68, Product 79",Product 62,0.01,1.0,12.5
"Product 14, Product 29",Product 64,0.01,1.0,12.5
"Product 28, Product 49, Product 79",Product 62,0.01,1.0,12.5
"Product 29, Product 61",Product 64,0.01,1.0,12.5
"Product 18, Product 62, Product 90",Product 42,0.01,1.0,12.5
Product 29,"Product 12, Product 61",0.01,0.25,12.5
"Product 12, Product 61",Product 29,0.01,0.5,12.5
Product 93,"Product 15, Product 48",0.01,0.25,12.5
"Product 22, Product 36, Product 88",Product 64,0.01,1.0,12.5
"Product 14, Product 61",Product 64,0.01,1.0,12.5
"Product 21, Product 35",Product 64,0.01,1.0,12.5
"Product 35, Product 87",Product 64,0.01,1.0,12.5
"Product 21, Product 87",Product 64,0.01,1.0,12.5
Product 27,Product 5,0.01,0.25,12.5
Product 88,Product 27,0.01,0.5,12.5
Product 27,Product 88,0.01,0.25,12.5
"Product 37, Product 96",Product 64,0.01,1.0,12.5
"Product 49, Product 62",Product 68,0.01,0.5,12.5
"Product 49, Product 68",Product 62,0.01,1.0,12.5
"Product 2, Product 3",Product 64,0.01,1.0,12.5
"Product 16, Product 55",Product 62,0.01,1.0,12.5
"Product 43, Product 55",Product 62,0.01,1.0,12.5
"Product 10, Product 12",Product 42,0.01,1.0,12.5
Product 65,"Product 33, Product 87",0.01,0.25,12.5
"Product 33, Product 87",Product 65,0.01,0.5,12.5
"Product 55, Product 77, Product 86, Product 96",Product 64,0.01,1.0,12.5
Product 86,Product 44,0.01,0.25,12.5
Product 90,Product 68,0.02,0.5,12.5
"Product 16, Product 28",Product 62,0.01,1.0,12.5
"Product 15, Product 94",Product 42,0.01,1.0,12.5
"Product 28, Product 43, Product 55",Product 62,0.01,1.0,12.5
"Product 15, Product 71",Product 42,0.01,1.0,12.5
Product 68,Product 90,0.02,0.5,12.5
"Product 16, Product 43, Product 55",Product 62,0.01,1.0,12.5
"Product 16, Product 28, Product 55",Product 62,0.01,1.0,12.5
Product 3,"Product 35, Product 56",0.01,0.25,12.5
"Product 55, Product 86, Product 96",Product 64,0.01,1.0,12.5
Product 6,Product 30,0.01,0.25,12.5
"Product 12, Product 14, Product 29, Product 61",Product 64,0.01,1.0,12.5
Product 44,Product 86,0.01,0.5,12.5
Product 3,Product 59,0.01,0.25,12.5
"Product 18, Product 31, Product 42, Product 90",Product 62,0.01,1.0,12.5
"Product 77, Product 86, Product 96",Product 64,0.01,1.0,12.5
Product 30,Product 6,0.01,0.5,12.5
Product 26,Product 42,0.01,1.0,12.5
"Product 28, Product 55",Product 62,0.01,1.0,12.5
"Product 28, Product 43",Product 62,0.01,1.0,12.5
"Product 4, Product 54",Product 64,0.01,1.0,12.5
"Product 31, Product 90",Product 42,0.01,1.0,12.5
"Product 60, Product 73",Product 42,0.01,1.0,12.5
"Product 28, Product 79",Product 62,0.01,1.0,12.5
"Product 28, Product 49",Product 62,0.01,1.0,12.5
"Product 49, Product 79",Product 62,0.01,1.0,12.5
"Product 17, Product 2, Product 39",Product 42,0.01,1.0,12.5
